customer_id,age,gender,purchase_count,total_spent,avg_order_value,days_since_last_purchase,website_visits_30d,cart_adds_30d,discount_usage_rate,support_tickets_90d,customer_tenure_days,preferred_channel,region,returned_90d
C01083,63,Male,6,793.29,132.22,112,10.0,2,0.159,0,962,Store,South,0
C01084,44,Female,6,2376.8,396.13,41,1.0,1,0.121,1,1277,Store,North,1
C01085,27,Female,9,263.53,29.28,27,12.0,1,0.622,0,1319,Web,North,1
C01086,58,Female,4,1478.55,369.64,10,5.0,6,0.329,0,1378,Web,North,0
C01087,56,Male,7,464.58,66.37,182,8.0,0,0.212,1,130,Mobile,South,1
C01088,65,Female,5,401.02,80.2,85,14.0,2,0.058,0,976,Web,North,0
C01089,49,Female,10,607.88,60.79,57,7.0,0,0.089,1,1177,Web,South,1
C01090,24,Male,6,372.44,62.07,15,9.0,4,0.181,1,599,Web,North,1
C01091,42,Female,8,3182.69,397.84,4,11.0,6,0.596,1,424,Web,South,1
C01092,39,Male,8,243.34,30.42,9,7.0,4,0.072,1,1350,Web,Central,1
C01093,58,Female,12,344.35,28.7,33,6.0,7,0.076,2,796,Mobile,Central,1
C01094,36,Male,5,183.58,36.72,28,5.0,2,0.134,1,308,Mobile,Central,0
C01095,33,Male,4,511.33,127.83,26,5.0,2,0.218,0,561,Mobile,Central,0
C01096,21,Female,5,1000.95,200.19,30,3.0,4,0.279,1,1328,Store,North,0
C01097,58,Female,5,1077.28,215.46,95,12.0,3,0.247,0,708,Mobile,South,0
C01098,54,Female,3,1167.9,389.3,15,6.0,3,0.139,0,102,Mobile,Central,0
C01099,19,Female,4,1219.25,304.81,19,5.0,5,0.229,1,554,Web,Central,1
C01100,38,Male,12,1751.31,145.94,20,9.0,2,0.204,0,961,Web,North,1
C01101,41,Male,7,2406.48,343.78,32,9.0,2,0.205,0,680,Web,North,1
C01102,40,Male,6,1392.07,232.01,10,4.0,3,0.192,3,1320,Mobile,North,0
C01103,62,Female,4,973.75,243.44,70,13.0,2,0.101,1,623,Web,South,0
C01104,25,Male,8,474.77,59.35,27,9.0,4,0.187,0,496,Store,North,0
C01105,32,Female,8,1045.04,130.63,43,13.0,3,0.156,3,1384,Mobile,North,0
C01106,26,Male,6,1358.87,226.48,49,10.0,7,0.456,1,827,Mobile,South,1
C01107,29,Male,6,772.72,128.79,37,9.0,3,0.423,0,190,Mobile,South,1
C01108,61,Male,3,1547.88,515.96,86,15.0,6,0.114,0,1265,Mobile,South,0
C01109,63,Male,3,1204.52,401.51,110,13.0,1,0.644,0,1098,Web,Central,0
C01110,20,Male,8,543.16,67.9,16,13.0,4,0.242,2,1169,Web,South,1
C01111,48,Female,7,612.12,87.45,25,,3,0.317,0,902,Mobile,South,1
C01112,29,Male,6,1926.77,321.13,21,13.0,2,0.211,1,419,Web,South,0
C01113,27,Female,12,180.97,15.08,13,3.0,3,0.124,0,542,Mobile,North,1
C01114,32,Female,7,215.87,30.84,77,9.0,4,0.581,0,603,Mobile,South,1
C01115,27,Female,6,414.45,69.08,66,10.0,4,0.679,1,731,Web,North,0
C01116,41,Female,6,3314.72,552.45,26,6.0,4,0.206,0,1443,Web,South,1
C01117,65,Male,7,1233.35,176.19,25,6.0,4,0.365,0,704,Web,Central,0
C01118,46,Male,8,606.25,75.78,56,3.0,4,0.323,0,362,Store,North,0
C01119,52,Male,7,1245.87,177.98,39,8.0,2,0.404,0,1129,Web,South,1
C01120,41,Female,9,569.41,63.27,57,6.0,1,0.345,0,356,Web,Central,1
C01121,18,Female,3,969.09,323.03,30,11.0,4,0.471,0,774,Mobile,South,0
C01122,22,Male,4,659.1,164.78,53,7.0,3,0.186,1,675,Mobile,Central,1
C01123,30,Male,9,1217.01,135.22,89,7.0,3,0.073,0,983,Mobile,South,0
C01124,29,Female,9,823.21,91.47,43,7.0,4,0.3,1,178,Mobile,North,1
C01125,58,Female,10,615.06,61.51,130,12.0,2,0.68,1,582,Web,North,0
C01126,58,Female,10,967.13,96.71,58,6.0,3,0.026,1,559,Mobile,South,0
C01127,58,Female,4,715.22,178.8,5,5.0,2,0.024,0,1171,Mobile,South,0
C01128,48,Female,4,714.69,178.67,40,10.0,6,0.016,1,864,Mobile,North,0
C01129,44,Female,8,296.68,37.08,73,6.0,4,0.275,1,190,Store,Central,1
C01130,49,Male,4,1197.36,299.34,63,6.0,1,0.29,1,1437,Mobile,North,1
C01131,37,Male,5,3982.86,796.57,72,7.0,1,0.471,1,720,Mobile,South,0
C01132,50,Female,8,997.37,124.67,51,5.0,1,0.635,0,1101,Store,South,0
C01133,56,Female,8,747.07,93.38,125,6.0,5,0.348,0,1471,Web,Central,0
C01134,54,Male,6,763.99,127.33,79,11.0,3,0.017,0,476,Mobile,North,0
C01135,47,Female,8,1881.09,235.14,48,7.0,2,0.245,1,816,Mobile,South,0
C01136,20,Male,5,61.88,12.38,58,7.0,2,0.257,0,555,Web,North,0
C01137,52,Female,9,1017.27,113.03,171,8.0,1,0.444,0,397,Web,South,0
C01138,35,Male,5,858.55,171.71,118,9.0,5,0.351,1,1358,Store,South,0
C01139,53,Female,8,821.47,102.68,40,14.0,3,0.166,2,1167,Mobile,Central,1
C01140,43,Female,12,947.41,78.95,59,10.0,2,0.345,0,1218,Mobile,Central,1
C01141,60,Male,5,438.06,87.61,125,7.0,5,0.429,1,1171,Mobile,South,0
C01142,34,Male,7,451.05,64.44,19,11.0,6,0.118,1,45,Mobile,South,1
C01143,62,Female,8,264.91,33.11,33,5.0,0,0.074,0,1132,Mobile,North,1
C01144,58,Male,6,1218.57,203.1,93,4.0,2,0.393,1,1330,Mobile,South,0
C01145,33,Male,5,100.58,20.12,24,9.0,1,0.287,1,1174,Web,Central,0
C01146,41,Female,3,1054.61,351.54,39,12.0,1,0.203,0,88,Web,Central,0
C01147,43,Male,5,608.17,121.63,56,7.0,3,0.037,0,1120,Web,Central,1
C01148,54,Male,7,430.63,61.52,84,7.0,1,0.382,0,160,Web,Central,0
C01149,51,Male,7,974.96,139.28,14,6.0,0,0.345,2,263,Mobile,North,1
C01150,58,Female,7,676.88,96.7,89,8.0,4,0.057,1,496,Web,Central,0
C01151,35,Male,7,959.39,137.06,53,9.0,3,0.506,0,1394,Mobile,North,1
C01152,42,Male,8,458.49,57.31,55,9.0,0,0.247,1,931,Mobile,South,1
C01153,38,Male,8,1128.68,141.08,10,14.0,2,0.397,1,1194,Mobile,North,1
C01154,61,Male,3,840.43,280.14,46,11.0,2,0.368,0,604,Web,South,0
C01155,32,Male,8,1503.02,187.88,17,7.0,1,0.675,1,1157,Store,South,1
C01156,46,Male,5,306.21,61.24,133,10.0,3,0.086,0,81,Mobile,South,0
C01157,23,Male,13,674.77,51.91,37,3.0,5,0.489,0,433,Web,South,1
C01158,58,Male,6,616.13,102.69,114,6.0,4,0.135,2,185,Mobile,South,0
C01159,36,Female,6,1309.93,218.32,54,6.0,3,,2,1107,Mobile,South,0
C01160,34,Male,4,1734.42,433.6,115,8.0,2,0.506,1,877,Mobile,South,0
C01161,45,Male,6,1012.31,168.72,6,7.0,3,0.184,3,638,Web,North,0
C01162,41,Female,7,820.02,117.15,23,6.0,3,0.299,0,767,Web,South,1
C01163,58,Female,7,1504.32,214.9,109,8.0,5,0.19,1,932,Mobile,Central,0
C01164,43,Female,4,717.84,179.46,151,9.0,1,0.283,0,114,Web,North,0
C01165,42,Male,7,2392.59,341.8,41,8.0,4,0.283,5,1064,Web,South,0
C01166,23,Male,9,531.89,59.1,30,8.0,5,0.668,1,94,Store,North,0
C01167,19,Male,11,159.18,14.47,13,13.0,2,0.108,1,532,Mobile,South,1
C01168,37,Male,8,300.56,37.57,8,9.0,1,0.282,2,1440,Mobile,South,1
C01169,65,Male,6,692.42,115.4,8,7.0,6,0.274,1,321,Mobile,North,0
C01170,62,Female,7,3108.12,444.02,49,12.0,1,0.042,0,496,Mobile,South,1
C01171,48,Male,8,451.08,56.38,47,10.0,2,0.153,1,249,Store,South,1
C01172,48,Female,3,2374.53,791.51,17,3.0,4,0.141,1,62,Mobile,Central,0
C01173,36,Male,3,1004.85,334.95,27,9.0,3,0.392,0,238,Mobile,South,0
C01174,26,Male,5,449.45,89.89,37,9.0,4,0.402,0,1486,Web,Central,0
C01175,18,Female,6,737.26,122.88,6,6.0,6,0.091,1,40,Mobile,Central,1
C01176,34,Female,3,1604.84,534.95,56,12.0,4,0.491,0,1209,Mobile,South,1
C01177,33,Male,11,799.23,72.66,62,12.0,4,0.356,2,459,Store,North,1
C01178,27,Female,4,458.66,114.66,73,11.0,3,0.329,0,304,Web,South,0
C01179,30,Male,8,699.89,87.49,69,8.0,3,0.341,0,1085,Web,Central,1
C01180,19,Male,6,1835.98,306.0,43,4.0,4,0.276,0,85,Mobile,North,1
C01181,47,Female,6,3684.51,614.08,132,9.0,4,0.179,0,549,Web,Central,0
C01182,62,Male,9,1552.21,172.47,32,13.0,0,0.438,0,180,Mobile,North,1
C01183,51,Male,7,2478.71,354.1,68,9.0,2,0.714,1,39,Mobile,North,0
C01184,39,Female,9,1526.3,169.59,16,6.0,6,0.11,1,211,Mobile,South,1
C01185,38,Male,8,1518.04,189.76,16,10.0,5,0.39,0,46,Web,North,1
C01186,32,Male,12,1307.39,108.95,64,8.0,2,0.119,1,984,Mobile,Central,0
C01187,24,Male,5,1164.99,233.0,20,8.0,4,0.304,0,278,Mobile,South,1
C01188,46,Female,10,545.02,54.5,63,7.0,3,0.467,1,179,Web,South,1
C01189,45,Female,9,941.41,104.6,66,7.0,2,0.537,0,1035,Mobile,North,1
C01190,18,Male,8,1549.36,193.67,141,7.0,3,0.125,2,122,Mobile,South,0
C01191,37,Male,4,1169.24,292.31,15,9.0,3,0.491,1,1141,Web,Central,1
C01192,31,Female,4,264.21,66.05,12,8.0,4,0.381,0,93,Web,Central,1
C01193,26,Male,7,1825.21,260.74,51,11.0,3,0.272,1,933,Web,South,0
C01194,51,Female,6,1354.62,225.77,107,9.0,6,0.427,1,324,Web,South,1
C01195,43,Female,2,1761.2,880.6,49,11.0,1,0.117,0,1167,Store,North,0
C01196,48,Male,9,443.58,49.29,247,9.0,5,0.309,1,808,Mobile,North,0
C01197,52,Male,6,268.58,44.76,62,6.0,5,0.529,0,351,Mobile,North,0
C01198,65,Male,9,799.59,88.84,59,1.0,5,0.292,0,1110,Mobile,South,0
C01199,56,Male,2,1205.76,602.88,37,9.0,1,0.192,2,564,Mobile,North,0
C01200,47,Male,7,2247.54,321.08,70,7.0,6,0.157,0,62,Mobile,South,1
C01201,60,Female,9,1105.57,122.84,105,14.0,4,0.229,1,406,Mobile,South,1
C01202,40,Male,6,2848.36,474.73,55,8.0,1,0.34,0,1267,Mobile,South,0
C01203,65,Female,10,673.62,67.36,98,7.0,3,0.236,1,1207,Mobile,South,1
C01204,54,Female,5,1305.06,261.01,54,6.0,2,0.267,2,1286,Web,Central,0
C01205,49,Male,5,214.7,42.94,13,5.0,4,0.169,0,499,Mobile,North,1
C01206,61,Male,7,1620.97,231.57,11,6.0,3,0.041,0,921,Mobile,South,0
C01207,42,Male,8,2163.82,270.48,80,6.0,4,0.518,3,155,Web,North,0
C01208,52,Female,8,1157.97,144.75,56,7.0,3,0.375,0,408,Mobile,South,1
C01209,31,Male,5,371.31,74.26,102,12.0,0,,2,1251,Web,Central,0
C01210,64,Female,16,936.23,58.51,82,4.0,2,0.152,1,329,Mobile,Central,1
C01211,47,Female,7,659.98,94.28,11,14.0,3,0.295,0,134,Mobile,South,1
C01212,55,Female,8,716.49,89.56,33,9.0,1,0.487,0,525,Mobile,Central,1
C01213,40,Female,14,930.47,66.46,21,10.0,5,0.145,1,124,Mobile,Central,1
C01214,59,Female,8,358.07,44.76,47,12.0,2,0.411,1,1372,Web,North,0
C01215,21,Female,5,1091.93,218.39,44,14.0,1,0.139,0,481,Mobile,South,1
C01216,23,Female,4,695.26,173.82,9,7.0,3,0.271,0,1042,Mobile,North,0
C01217,42,Female,7,1240.4,177.2,30,10.0,4,0.213,0,574,Mobile,South,1
C01218,53,Female,2,1241.5,620.75,30,7.0,2,0.373,1,1201,Store,South,0
C01219,56,Female,6,441.74,73.62,66,6.0,2,0.311,0,920,Store,North,0
C01220,39,Male,8,768.75,96.09,46,10.0,3,0.441,0,219,Store,North,1
C01221,49,Female,6,747.79,124.63,26,12.0,2,0.428,0,329,Web,Central,0
C01222,44,Female,8,906.58,113.32,23,15.0,6,0.205,1,1461,Mobile,South,1
C01223,64,Female,7,2001.55,285.94,9,8.0,3,0.495,0,97,Mobile,South,1
C01224,49,Male,8,586.85,73.36,80,1.0,2,0.15,2,1217,Mobile,South,1
C01225,38,Female,8,764.27,95.53,81,8.0,3,0.45,1,714,Mobile,North,0
C01226,64,Female,8,1250.88,156.36,109,6.0,3,0.195,0,1251,Mobile,Central,1
C01227,23,Female,4,974.81,243.7,28,5.0,3,0.28,1,322,Store,North,0
C01228,65,Male,6,1594.27,265.71,132,9.0,6,0.078,2,192,Store,North,0
C01229,25,Female,8,1225.04,153.13,81,4.0,4,0.165,1,814,Mobile,Central,0
C01230,31,Female,7,759.76,108.54,88,9.0,3,0.409,0,172,Mobile,Central,1
C01231,57,Female,8,1031.4,128.93,35,6.0,5,0.36,2,79,Mobile,South,0
C01232,53,Female,5,1849.59,369.92,33,9.0,2,0.09,0,453,Web,North,0
C01233,64,Female,7,387.37,55.34,74,8.0,2,,0,904,Web,North,1
C01234,53,Female,8,419.1,52.39,111,4.0,3,0.192,0,641,,South,0
C01235,48,Male,9,463.46,51.5,132,7.0,1,0.301,0,1184,Mobile,North,0
C01236,34,Female,1,780.81,780.81,120,10.0,2,0.431,1,1194,Web,North,0
C01237,18,Male,4,844.29,211.07,65,9.0,4,0.388,2,1464,Store,South,0
C01238,23,Female,11,2021.43,183.77,16,6.0,5,0.252,0,808,Mobile,North,0
C01239,32,Female,8,657.0,82.12,85,3.0,0,0.386,0,467,Mobile,North,0
C01240,19,Male,6,290.28,48.38,23,6.0,1,0.118,2,1068,Web,North,1
C01241,42,Male,6,1846.41,307.74,163,12.0,5,0.554,2,830,Web,South,0
C01242,55,Male,6,636.94,106.16,117,10.0,3,0.112,0,1182,Store,South,0
C01243,64,Female,5,1443.25,288.65,49,11.0,0,0.736,2,748,Store,Central,0
C01244,41,Female,7,1664.63,237.8,53,8.0,3,0.085,0,1368,Mobile,Central,0
C01245,60,Male,5,1080.38,216.08,75,8.0,1,0.14,0,1308,,South,0
C01246,65,Female,8,905.71,113.21,52,11.0,2,0.245,0,604,Store,Central,1
C01247,59,Male,7,534.97,76.42,78,14.0,1,0.293,1,1198,Web,South,0
C01248,40,Female,6,523.19,87.2,48,9.0,1,0.29,1,814,Mobile,North,0
C01249,33,Male,7,1704.71,243.53,33,7.0,2,0.618,0,1420,Web,North,1
C01250,64,Male,6,1191.21,198.54,23,10.0,4,0.466,1,132,Web,North,1
C01251,29,Male,13,1711.25,131.63,35,12.0,3,0.436,1,794,Mobile,South,1
C01252,37,Female,10,668.78,66.88,57,7.0,0,0.494,0,811,Mobile,Central,0
C01253,21,Male,6,1919.37,319.9,21,12.0,2,0.577,1,1448,Mobile,South,0
C01254,56,Female,9,2355.69,261.74,94,9.0,1,0.106,0,1271,Mobile,North,1
C01255,49,Male,4,362.01,90.5,57,7.0,4,0.458,2,362,Store,North,0
C01256,22,Male,7,380.25,54.32,40,5.0,4,0.057,0,145,Web,South,0
C01257,28,Male,10,1501.57,150.16,20,15.0,4,0.487,0,255,Store,South,1
C01258,44,Male,5,1041.83,208.37,100,16.0,5,0.31,0,306,Mobile,Central,0
C01259,43,Female,9,812.66,90.3,128,11.0,0,0.156,0,600,Store,Central,0
C01260,56,Male,4,1645.1,411.28,3,6.0,1,0.364,0,1018,Store,Central,0
C01261,30,Female,7,603.83,86.26,54,8.0,0,0.094,0,910,Web,Central,0
C01262,62,Male,9,631.98,70.22,113,5.0,2,0.185,2,221,Mobile,South,0
C01263,39,Male,9,401.56,44.62,75,10.0,6,0.585,0,282,Mobile,North,0
C01264,57,Male,7,1778.81,254.12,11,8.0,4,0.435,1,1341,Mobile,North,1
C01265,29,Male,11,339.46,30.86,38,8.0,3,0.179,0,1314,Web,South,0
C01266,19,Female,6,1652.2,275.37,18,8.0,1,0.047,1,805,Mobile,South,1
C01267,20,Female,3,1349.38,449.79,21,5.0,1,0.233,1,1402,Mobile,South,1
C01268,35,Male,9,1685.02,187.22,50,9.0,3,0.203,1,1453,Web,South,1
C01269,63,Female,8,426.0,53.25,69,10.0,1,0.212,0,448,Store,Central,0
C01270,20,Female,6,885.36,147.56,30,8.0,3,0.416,2,261,Mobile,South,1
C01271,35,Female,9,536.33,59.59,46,1.0,6,0.487,1,1147,Mobile,South,1
C01272,23,Female,7,2224.97,317.85,69,4.0,6,0.166,1,446,Store,South,1
C01273,62,Female,11,994.82,90.44,11,13.0,4,0.086,0,242,Store,North,1
C01274,50,Female,11,650.97,59.18,20,5.0,1,0.515,1,1269,Web,South,1
C01275,54,Female,8,514.12,64.26,24,14.0,3,0.543,2,1166,Mobile,Central,1
C01276,52,Female,7,1071.43,153.06,35,8.0,4,0.436,0,602,Mobile,Central,0
C01277,49,Female,5,655.25,131.05,39,7.0,3,0.463,1,1363,Web,North,0
C01278,55,Male,8,708.88,88.61,51,7.0,4,0.272,1,430,Mobile,Central,1
C01279,18,Female,6,854.54,142.42,30,5.0,2,0.207,0,208,Web,North,1
C01280,59,Female,3,3028.97,1009.66,73,10.0,2,0.164,1,136,Web,Central,0
C01281,53,Male,5,964.43,192.89,32,10.0,4,0.035,2,873,Mobile,North,0
C01282,53,Female,6,636.1,106.02,16,,1,0.35,2,1025,Mobile,Central,0
C01283,36,Female,9,962.7,106.97,27,5.0,4,0.187,2,334,Mobile,Central,1
C01284,56,Male,8,559.35,69.92,18,11.0,4,0.097,1,1043,Mobile,South,1
C01285,36,Female,3,2210.16,736.72,5,8.0,3,0.346,0,1479,Web,South,1
C01286,20,Female,7,1470.95,210.14,151,9.0,2,0.325,0,1020,Web,North,0
C01287,61,Female,7,354.71,50.67,5,8.0,5,0.402,0,1351,Store,Central,0
C01288,29,Male,4,1462.6,365.65,34,10.0,1,0.372,1,473,Store,Central,0
C01289,22,Male,5,1089.2,217.84,46,5.0,3,0.033,2,59,Mobile,South,0
C01290,47,Female,10,1300.34,130.03,44,9.0,6,0.301,1,422,Mobile,South,1
C01291,29,Male,6,1808.15,301.36,4,14.0,2,0.438,1,470,Mobile,Central,1
C01292,59,Male,5,455.08,91.02,50,11.0,1,0.192,0,735,Mobile,Central,0
C01293,39,Male,5,880.46,176.09,100,4.0,8,0.39,0,637,Store,South,0
C01294,18,Male,8,1257.29,157.16,11,5.0,1,0.393,2,405,Web,Central,0
C01295,63,Female,8,1690.06,211.26,49,5.0,4,0.275,1,323,Mobile,Central,0
C01296,42,Female,5,1399.68,279.94,50,5.0,3,0.245,1,844,Mobile,Central,1
C01297,30,Female,2,861.32,430.66,41,9.0,4,0.358,2,780,Mobile,South,0
C01298,50,Female,3,1769.03,589.68,166,6.0,8,0.314,1,1324,Web,North,0
C01299,43,Male,8,811.64,101.46,40,7.0,5,0.315,0,871,Store,Central,0
C01300,19,Male,11,717.55,65.23,28,7.0,4,0.544,0,73,Web,South,1
C01301,54,Male,6,185.41,30.9,8,6.0,3,0.104,1,785,Mobile,South,1
C01302,37,Male,6,398.75,66.46,111,6.0,2,0.163,1,1112,Mobile,South,0
C01303,51,Male,9,818.17,90.91,18,11.0,8,0.428,0,926,Mobile,North,0
C01304,60,Male,10,418.4,41.84,55,8.0,1,0.177,0,222,Mobile,North,1
C01305,47,Male,9,252.96,28.11,119,16.0,3,0.451,1,928,Store,South,0
C01306,50,Male,8,473.66,59.21,65,5.0,3,0.19,0,213,Mobile,South,0
C01307,30,Female,6,2349.09,391.52,10,5.0,5,0.491,1,175,Web,South,0
C01308,29,Female,7,344.25,49.18,76,7.0,4,0.024,0,1102,Web,South,0
C01309,37,Female,6,375.46,62.58,26,6.0,5,0.2,2,1176,Web,South,0
C01310,58,Female,8,1635.6,204.45,71,10.0,2,0.224,0,1394,Web,South,1
C01311,43,Female,12,1240.78,103.4,150,7.0,4,0.246,0,670,Store,North,1
C01312,34,Male,6,887.36,147.89,67,6.0,3,0.149,0,514,Web,South,0
C01313,55,Female,9,1551.57,172.4,44,6.0,2,0.401,0,338,Mobile,North,0
C01314,58,Male,8,988.52,123.56,23,8.0,3,0.208,3,835,Mobile,South,0
C01315,61,Male,10,18.63,1.86,17,5.0,3,0.089,1,1252,Mobile,South,0
C01316,32,Male,7,601.07,85.87,66,9.0,1,0.454,1,1252,Web,North,0
C01317,52,Male,2,3367.45,1683.72,114,2.0,4,0.43,0,826,Store,North,0
C01318,46,Male,5,989.16,197.83,61,10.0,2,,1,1109,,North,0
C01319,39,Female,10,1892.41,189.24,49,5.0,5,0.272,0,1465,Web,South,1
C01320,37,Female,7,1979.38,282.77,49,11.0,3,0.191,0,1241,Mobile,Central,1
C01321,23,Female,11,1381.15,125.56,42,10.0,4,0.124,1,1024,Web,South,1
C01322,31,Female,9,915.89,101.77,105,6.0,4,0.139,0,1135,Mobile,Central,1
C01323,44,Female,6,502.86,83.81,79,4.0,4,0.13,1,1143,Mobile,Central,0
C01324,60,Male,8,346.87,43.36,127,9.0,5,0.262,0,1309,Mobile,South,0
C01325,59,Female,8,1939.93,242.49,119,6.0,4,0.282,0,299,Mobile,South,0
C01326,27,Female,6,1193.52,198.92,184,8.0,8,0.111,0,449,Mobile,Central,0
C01327,50,Male,6,1202.73,200.46,90,8.0,6,0.155,1,340,Mobile,South,0
C01328,22,Male,7,1376.05,196.58,81,11.0,2,0.011,2,1488,Mobile,South,1
C01329,50,Female,8,728.45,91.06,44,8.0,3,0.296,0,171,Web,South,0
C01330,34,Female,4,1718.36,429.59,50,11.0,5,0.103,0,723,Web,Central,1
C01331,39,Male,4,1034.04,258.51,97,9.0,2,0.316,1,837,Web,South,0
C01332,52,Female,7,784.85,112.12,36,10.0,1,0.317,0,1254,Mobile,Central,1
C01333,38,Male,6,1214.49,202.42,109,4.0,2,0.302,3,677,Store,South,0
C01334,56,Male,7,1755.53,250.79,44,11.0,5,0.384,0,493,Mobile,North,0
C01335,43,Male,9,762.65,84.74,53,6.0,6,0.071,1,325,Web,North,1
C01336,65,Male,7,3350.12,478.59,143,8.0,3,0.203,1,834,Web,South,0
C01337,48,Female,1,336.08,336.08,82,7.0,1,0.316,0,918,Mobile,South,0
C01338,32,Male,9,1319.28,146.59,54,7.0,1,0.115,0,156,Web,South,1
C01339,55,Female,4,552.31,138.08,170,6.0,2,0.057,0,1157,Mobile,North,0
C01340,37,Male,8,1049.59,131.2,30,3.0,2,0.093,0,906,Web,South,1
C01341,43,Female,10,1505.24,150.52,24,8.0,5,0.092,0,820,Mobile,South,1
C01342,24,Female,10,6435.65,643.56,23,11.0,2,0.124,3,873,Mobile,South,1
C01343,23,Female,9,231.76,25.75,59,8.0,2,0.158,1,1286,Store,South,1
C01344,45,Female,8,438.55,54.82,51,,3,0.195,1,442,Mobile,South,0
C01345,26,Female,7,1355.78,193.68,67,7.0,2,0.227,1,847,Web,South,0
C01346,65,Female,7,1781.08,254.44,8,7.0,3,0.139,3,241,Mobile,South,1
C01347,59,Female,5,702.82,140.56,9,9.0,4,0.331,0,701,Mobile,North,1
C01348,51,Female,7,415.53,59.36,24,5.0,1,0.167,0,1337,Mobile,North,0
C01349,53,Male,8,1386.19,173.27,59,8.0,2,0.273,1,766,Mobile,South,0
C01350,46,Male,5,616.79,123.36,35,11.0,1,0.332,1,633,Store,Central,0
C01351,20,Male,6,2135.37,355.9,17,7.0,8,0.383,1,348,Web,South,0
C01352,36,Male,4,1285.37,321.34,21,9.0,3,0.31,1,263,Web,South,0
C01353,41,Male,7,1362.76,194.68,84,6.0,4,0.407,0,298,Mobile,North,0
C01354,61,Male,7,1972.34,281.76,128,2.0,4,0.067,1,794,Web,North,0
C01355,28,Female,4,2895.71,723.93,38,5.0,2,0.16,0,980,Web,North,0
C01356,41,Male,6,481.14,80.19,18,5.0,6,0.192,1,768,Mobile,North,0
C01357,34,Female,7,804.67,114.95,62,7.0,4,0.371,1,580,Mobile,North,0
C01358,24,Male,10,2134.19,213.42,156,14.0,2,0.24,1,825,Web,North,0
C01359,22,Female,3,1014.2,338.07,55,8.0,2,0.319,0,702,Mobile,South,0
C01360,35,Male,4,671.1,167.78,58,4.0,5,0.213,0,1148,Store,North,0
C01361,21,Male,6,940.03,156.67,45,5.0,3,0.331,2,462,Web,South,0
C01362,21,Male,10,2750.83,275.08,71,9.0,1,0.469,0,1478,Mobile,South,1
C01363,34,Female,7,971.71,138.82,58,10.0,1,0.153,1,1226,Store,North,1
C01364,27,Male,9,1466.2,162.91,70,3.0,4,0.301,0,800,Web,South,1
C01365,44,Female,3,790.06,263.35,55,6.0,7,0.194,1,871,Mobile,North,0
C01366,18,Male,8,289.49,36.19,19,9.0,3,0.478,0,831,Web,Central,0
C01367,32,Female,6,1747.03,291.17,28,6.0,5,0.294,1,954,Web,South,1
C01368,39,Male,7,789.32,112.76,12,6.0,4,0.223,0,1129,Store,North,1
C01369,64,Female,7,1873.83,267.69,78,11.0,3,0.246,2,667,Mobile,North,0
C01370,48,Male,5,1424.66,284.93,93,7.0,2,0.081,0,1397,Mobile,South,0
C01371,60,Male,7,1210.36,172.91,62,14.0,5,0.085,0,1093,Web,South,1
C01372,34,Male,5,2233.27,446.65,36,10.0,5,0.441,0,1479,Mobile,South,0
C01373,39,Male,10,791.38,79.14,50,7.0,6,0.278,0,416,Mobile,North,1
C01374,38,Male,6,1721.98,287.0,61,14.0,3,0.21,2,1140,Web,North,0
C01375,60,Female,9,977.53,108.61,60,4.0,4,0.071,0,1165,Web,South,0
C01376,64,Male,5,748.22,149.64,83,5.0,0,0.033,1,1348,Web,South,0
C01377,64,Male,6,1337.33,222.89,29,10.0,3,0.222,1,331,Web,South,1
C01378,54,Female,7,685.24,97.89,55,6.0,3,0.053,0,640,Web,North,1
C01379,42,Male,7,815.35,116.48,24,12.0,6,0.476,1,1491,Mobile,South,1
C01380,43,Male,11,1099.49,99.95,78,7.0,2,0.181,0,762,Mobile,South,1
C01381,65,Female,7,2159.48,308.5,26,4.0,4,0.034,1,798,Store,South,1
C01382,31,Female,8,2301.3,287.66,170,11.0,2,0.144,1,620,Web,North,0
C01383,34,Female,8,428.23,53.53,51,8.0,2,0.275,1,802,Mobile,South,0
C01384,61,Male,3,723.9,241.3,36,7.0,5,0.241,0,1411,Mobile,Central,0
C01385,36,Female,6,1539.65,256.61,31,8.0,2,0.25,0,383,Mobile,South,0
C01386,29,Male,9,653.72,72.64,51,7.0,2,0.26,1,1495,Mobile,South,0
C01387,44,Female,7,712.47,101.78,145,6.0,4,0.409,0,395,Web,North,0
C01388,33,Female,4,950.59,237.65,20,8.0,3,0.521,0,1395,Web,South,1
C01389,60,Female,4,1492.84,373.21,79,10.0,4,0.097,1,133,Web,South,0
C01390,61,Male,8,1191.3,148.91,24,6.0,2,0.077,1,87,Mobile,South,0
C01391,32,Male,2,2320.68,1160.34,17,12.0,1,0.18,1,38,Mobile,North,1
C01392,43,Female,5,1092.25,218.45,67,6.0,3,0.576,0,268,Store,South,0
C01393,65,Female,8,1204.38,150.55,37,6.0,6,0.286,1,1179,Web,South,1
C01394,53,Female,4,976.23,244.06,48,7.0,10,0.371,0,1446,Web,North,0
C01395,28,Female,3,1298.05,432.68,63,10.0,2,0.154,1,424,Mobile,South,0
C01396,46,Female,12,754.29,62.86,145,14.0,3,0.367,1,1077,Store,South,0
C01397,47,Male,8,1342.34,167.79,77,5.0,1,0.239,0,1447,Mobile,North,0
C01398,49,Male,8,641.3,80.16,37,8.0,4,0.496,1,225,Mobile,South,1
